Nome do Assistente que processou,CNPJ UFV,USINA/FILIAL,CLUSTER,PC,Nº DA NF ,FORNECEDOR,CNPJ - FORNECEDOR,TIPO  DE SERVIÇO PRESTADO,DATA DE EMISSAO - NF ,VALOR DA NF,DT DE INSERÇÃO DO PC,VENCIMENTO,DATA ENVIO AO FISCAL,DATA DE ESCRITURAÇÃO DO FISCAL,DATA QUE A NF FOI PAGA,STATUS DO LANÇAMENTO
NAUANY,54.294.711/0007-30,GUANAMBI,NORDESTE,1398,1093152,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA DE SUPRIMENTOS,14/11/2025,1014.41,2025-12-04 00:00:00,25/12/2025,2025-12-08 00:00:00,,,FINANCEIRO
NAUANY,54.294.711/0005-79,ALCOBAÇA,NORDESTE,1399,1093143,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA DE SUPRIMENTOS,14/11/2025,1014.41,2025-12-04 00:00:00,25/12/2025,2025-12-08 00:00:00,,,FINANCEIRO
NAUANY,54.294.711/0014-60,POSTO DA MATA I E II,NORDESTE,1400,1091342,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA DE SUPRIMENTOS,14/11/2025,1014.41,2025-12-04 00:00:00,25/12/2025,2025-12-08 00:00:00,,,FINANCEIRO
NAUANY,54.294.711/0011-17,URANDI,NORDESTE,1401,1093075,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA DE SUPRIMENTOS,14/11/2025,1014.41,2025-12-04 00:00:00,25/12/2025,2025-12-08 00:00:00,,,FINANCEIRO
JULIANA,34.181.977/0004-17,PARACATU,TRIANGULO,1736,1040,MATERIAIS DE CONSTRUÇÃO SILVA E LELES,49.678.0002/0001-23,"ENGATE, FITA, CADEADO, COLA, PARAFUSO",16/11/2025,698.11,18/11/2025,15/12/2025,2025-01-12 00:00:00,,,FISCAL 
JULIANA,29.183.782/0002-04,MORI HOLDING,SP,57443,11,VILLACOCO LTDA,49.908.102/0001-07,CONFRATERNIZAÇÃO 2025,18/11/2025,1400,18/11/2025,05/12/2025,21/11/2025,,,FISCAL 
NAUANY,34.461.701/0001-40,JANUARIA 2,NORTE,202153,28,GENIVAL DIAS AGUIAR,31.326.672/0001-15,SERVIÇO DE TRANSPORTE - VIAGEM EQUIPE INFRA HLV,2025-11-16 00:00:00,3600,2025-11-19 00:00:00,15/12/2025,2025-11-21 00:00:00,,,FINANCEIRO
NAUANY,54.294.711/0005-79,ALCOBAÇA,NORDESTE,1325,205,JASSANDRO LOCAÇÃO DE MAQUINAS ,13.000.640/0001-43,LOCAÇÃO DE CAINHÃO MUNK,2025-11-17 00:00:00,1480,2025-11-18 00:00:00,2025-12-15 00:00:00,2025-11-21 00:00:00,,,FINANCEIRO
JULIANA,34.181.977/0005-06,MIRABELA I ,CENTRO ,1724,75,DIOGO ANTUNES DE ANDRADE ,48.241.246/0001-81,LIMPEZA E HIGIENIZAÇÃO DO AR CONDICIOANDO,17/11/2025,990,19/11/2025,2025-05-12 00:00:00,19/11/2025,,,FISCAL 
JULIANA,33.877.138/0001-22,MIRABELA,CENTRO,405,76,DIOGO ANTUNES DE ANDRADE ,48.241.246/0001-81,LIMPEZA E HIGIENIZAÇÃO DO AR CONDICIOANDO,17/11/2025,500,2025-11-11 00:00:00,2025-05-12 00:00:00,19/11/2025,,,FISCAL 
JULIANA,32.760.953/0001-44,LONTRA,CENTRO,338,77,DIOGO ANTUNES DE ANDRADE ,48.241.246/0001-81,LIMPEZA E HIGIENIZAÇÃO DO AR CONDICIOANDO,17/11/2025,650,2025-11-11 00:00:00,2025-05-12 00:00:00,19/11/2025,,,FISCAL 
SABRINA,29.183.782/0001-23,MORI ENERGIA HOLDING S.A,CLUSTER's,057441,25253306018,SEM PARAR ,04.088.208/0001-65,SERVIÇO DE TAGS PARA CARRO ,17/11/2025,809.52,18/11/2025,25/11/2025,25/11/2025,,,PAGO 
NAUANY,34.181.977/0002-55,PIRAPORA 1,CENTRO,1733,45828,COMERCIAL ELETRICA HM,65.234.486/0001-78,COMPRA DE FITA ISOLANTE,18/11/2025,91.6,2025-11-21 00:00:00,2025-12-15 00:00:00,2025-11-28 00:00:00,,,FINANCEIRO
JULIANA,34.458.863/0001-29,JANUARIA I ,NORTE,302124,78,DIOGO ANTUNES DE ANDRADE ,48.241.246/0001-81,LIMPEZA E HIGIENIZAÇÃO DO AR CONDICIOANDO,18/11/2025,450,18/11/2025,2025-05-12 00:00:00,18/11/2025,,,FISCAL 
JULIANA,34.461.701/0001-40,UFV FRANCISCO SÁ ,CENTRO,202148,79,DIOGO ANTUNES DE ANDRADE ,48.241.246/0001-81,LIMPEZA E HIGIENIZAÇÃO DO AR CONDICIOANDO,18/11/2025,450,2025-10-11 00:00:00,2025-05-12 00:00:00,19/11/2025,,,FISCAL 
JULIANA,20.589.037/0001-04,JANUARIA,NORTE ,301,80,DIOGO ANTUNES DE ANDRADE ,48.241.246/0001-81,LIMPEZA E HIGIENIZAÇÃO DO AR CONDICIOANDO,18/11/2025,580,2025-07-11 00:00:00,2025-05-12 00:00:00,19/11/2025,,,FISCAL 
NAUANY,54.294.711/0002-26,BRUMADO ,NORDESTE,1340,61705625,ENELZITA DANTAS DO NASCIMENTO,51.725.732/0001-80,COMPRA DE AGUA MINERAL,19/11/2025,200,2025-11-21 00:00:00,2025-12-15 00:00:00,2025-11-28 00:00:00,,,FINANCEIRO
NAUANY/CAROLINE,34.183.614/0006-82,CORINTO 2,CENTRO,1618,24915,SUNGROW DO BRASIL,30.179.370/0002-80,COMPRA SPD DE 3 MODULOS,19/11/2025,1201.03,2025-07-21 00:00:00,2025-12-15 00:00:00,24/11//2025,,,FISCAL 
NAUANY/CAROLINE ,41.738.810/0007-12,JABOTICATUBAS,CENTRO,5630,24914,SUNGROW DO BRASIL,30.179.370/0002-80,COMPRA SPD DE 3 MODULOS,19/11/2025,644.42,2025-07-21 00:00:00,2025-12-15 00:00:00,24/11//2025,,,FISCAL 
NAUANY,34.461.745/0001-70,FRANCISCO SA,NORTE,000430,31848,COMFERROS LTDA ,09.411.201/0001-56,COMPRA PARAFUSOS/BARRA/BATERIA/ARRUELAS,19/11/2025,728,2025-11-25 00:00:00,2025-12-15 00:00:00,2025-11-28 00:00:00,,,FINANCEIRO
NAUANY,34.181.977/0002-55,PIRAPORA 1 ,CENTRO,001734,31847,COMFERROS LTDA ,09.411.201/0001-56,COMPRA PARAFUSOS/BARRA/BATERIA/ARRUELAS,19/11/2025,711,2025-11-25 00:00:00,2025-12-15 00:00:00,2025-11-28 00:00:00,,,FINANCEIRO
NAUANY,34.183.614/0002-59,PIRAPORA 2,CENTRO,001759,31844,COMFERROS LTDA ,09.411.201/0001-56,COMPRA PARAFUSOS/BARRA/BATERIA/ARRUELAS,19/11/2025,270.6,2025-11-25 00:00:00,2025-12-15 00:00:00,2025-11-28 00:00:00,,,FINANCEIRO
NAUANY,41.738.810/0017-94,BURITIZEIRO 2,CENTRO,005922,31843,COMFERROS LTDA ,09.411.201/0001-56,COMPRA PARAFUSOS/BARRA/BATERIA/ARRUELAS,19/11/2025,299.2,2025-11-25 00:00:00,2025-12-15 00:00:00,2025-11-28 00:00:00,,,FINANCEIRO
NAUANY,41.738.810/0006-31,BURITIZEIRO 1,CENTRO,005923,31842,COMFERROS LTDA ,09.411.201/0001-56,COMPRA PARAFUSOS/BARRA/BATERIA/ARRUELAS,19/11/2025,281.2,2025-11-25 00:00:00,2025-12-15 00:00:00,2025-11-28 00:00:00,,,FINANCEIRO
NAUANY,34.182.074/0005-31,PIRAPORA 3,CENTRO,001554,31845,COMFERROS LTDA ,09.411.201/0001-56,COMPRA PARAFUSOS/BARRA/BATERIA/ARRUELAS,19/11/2025,517.6,2025-11-25 00:00:00,2025-12-15 00:00:00,2025-11-28 00:00:00,,,FINANCEIRO
SABRINA,31.549.360/0001-70,UFV MANGA ,NORTE,426,001.25.75300235-5,COPASA ,17.281.106/0001-03 ,ABASTECIMENTO DE ÁGUA,19/11/2025,41.67,19/11/2025,25/11/2025,19/11/2025,,,PAGO 
JULIANA,29.183.782/0002-04,MORI ENERGIA HOLDING ,SP ,57444,3,MARCONE CAMPOS,43.960.633/0001-54,CONFRATERNIZAÇÃO 2025,27/11/2025,4760,18/11/2025,05/12/2025,28/11/2025,,,FISCAL 
SABRINA,31.549.352/0001-24 ,CORINTO ,CENTRO,428,001.25.77086888-8,COPASA ,17.281.106/0001-03 ,ABASTECIMENTO DE ÁGUA,01/12/2025,56.88,01/12/2025,07/12/2025,25/11/2025,,,PAGO 
ANDREY,42.385.610/0011-72,PATOS DE MINAS 01,TRIANGULO,4700,6058,THERMTRONIC GLOBAL,22.246.146/0001-54,COMPRA DE CONTROLADOR DE TEMPERATURA ,01/12/2025,3565.22,02/12/2025,25/12/2025,02/12/2025,,,FISCAL 
ANDREY,34.181.977/0003-36,MANGA 01,NORTE,1725,708432,PJ NEBLINA ,57.158.057/0001-30,COMPRA DE NOBREAK XPRO 1200 VA 115 VCA,01/12/2025,3424,02/12/2025,25/12/2025,02/12/2025,,,FISCAL 
ANDREY,34.182.074/0004-50,JANAUBA 01,NORTE,1550,708433,PJ NEBLINA ,57.158.057/0001-30,COMPRA DE NOBREAK XPRO 1200 VA 115 VCA,01/12/2025,1712,02/12/2025,25/12/2025,02/12/2025,,,FISCAL 
ANDREY,33.877.251/0001-08,PORTEIRINHA,NORTE,384000,708434,PJ NEBLINA ,57.158.057/0001-30,COMPRA DE NOBREAK XPRO 1200 VA 115 VCA,01/12/2025,1712,02/12/2025,25/12/2025,02/12/2025,,,FISCAL 
ANDREY,42.385.610/0008-77,DIAMANTINA 02,CENTRO,4622,883,DANIEL GAS LTDA,31.708.268/0001-06,COMPRA DE AGUA MINERAL ,02/12/2025,68,02/12/2025,25/12/2025,02/12/2025,,,FISCAL 
ANDREY,41.738.810/0002-08,GUARDA MOR,TRIANGULO,5927,27740,LOJA ELETRICA,17.155.342/0012-36,"COMPRA DE EMENDA TORQUIM E CB 8,7/12KV",01/12/2025,2527.07,02/12/2025,25/12/2025,05/12/2025,,,FISCAL 
ANDREY,42.910.472/0014-80,MUZAMBINHO,SUL,5579,822,ATENAS CONSTRUTORA,03.378.423/0001-38,SERVIÇO DE SUBSTITUIÇÃO DA CHAVE FUSIVEL ,01/12/2025,1800,02/12/2025,25/12/2025,03/12/2025,,,FISCAL 
ANDREY,54.294.711/0013-89,ITORORO,NORDESTE,1370,1740163,BUNZL EQUIPAMENTOS ,43.854.777/0001-26,COMPRA DE EPI,01/12/2025,4165.35,03/12/2025,25/12/2025,05/12/2025,,,FISCAL 
ANDREY,53.599.051/0003-00,AREAL,NORDESTE,382,1740167,BUNZL EQUIPAMENTOS ,43.854.777/0001-26,COMPRA DE EPI,01/12/2025,1507.06,03/12/2025,25/12/2025,05/12/2025,,,FISCAL 
ANDREY,41.738.810/0002-08,GUARDA MOR,NORDESTE,5930,394099,LOJA ELETRICA,17.155.342/0012-36,"COMPRA DE EMENDA TORQUIM E CB 8,7/12KV",01/12/2025,2525.07,03/12/2025,25/12/2025,05/12/2025,,,FISCAL 
ANDREY,34.444.137/0001-57,PORTEIRINHA ,NORTE,384001,60408,HOLD TRANSPORTE,24.052.966/0001-30,TRASPORTE DE INVERSOR,01/12/2025,1820,04/12/2025,25/12/2025,04/12/2025,,,FISCAL 
ANDREY,41.738.810/0019-56,INDIABIRA 02,NORTE,5911,81,DIOGO ANTUNES ,48.241.246/0001-81,"SERVIÇO DE LUBRIFICAÇÃO, LIMPEZA, LUSTRAÇÃO ",02/12/2025,430,04/12/2025,25/12/2025,04/12/2025,,,FISCAL 
ANDREY,41.738.810/0021-70,INDIABIRA 03,NORTE,5912,82,DIOGO ANTUNES ,48.241.246/0001-81,"SERVIÇO DE LUBRIFICAÇÃO, LIMPEZA, LUSTRAÇÃO ",02/12/2025,430,04/12/2025,25/12/2025,04/12/2025,,,FISCAL 
ANDREY,41.738.810/0020-90,INDIABIRA 04,NORTE,5913,83,DIOGO ANTUNES ,48.241.246/0001-81,"SERVIÇO DE LUBRIFICAÇÃO, LIMPEZA, LUSTRAÇÃO ",02/12/2025,430,04/12/2025,25/12/2025,04/12/2025,,,FISCAL 
ANDREY,34.461.745/0001-70,FRANCISCO SA,NORTE,429,85,DIOGO ANTUNES ,48.241.246/0001-81,"SERVIÇO DE LUBRIFICAÇÃO, LIMPEZA, LUSTRAÇÃO ",02/12/2025,550,04/12/2025,25/12/2025,04/12/2025,,,FISCAL 
ANDREY,29.655.359/0001-89,JANAUBA,NORTE,137,86,DIOGO ANTUNES ,48.241.246/0001-81,"SERVIÇO DE LUBRIFICAÇÃO, LIMPEZA, LUSTRAÇÃO ",02/12/2025,550,04/12/2025,25/12/2025,04/12/2025,,,FISCAL 
ANDREY,34.182.074/0004-50,JANAUBA 1,NORTE,1546,87,DIOGO ANTUNES ,48.241.246/0001-81,"SERVIÇO DE LUBRIFICAÇÃO, LIMPEZA, LUSTRAÇÃO ",02/12/2025,500,04/12/2025,25/12/2025,04/12/2025,,,FISCAL 
ANDREY,34.313.777/0001-28,SALINAS,NORTE,98,88,DIOGO ANTUNES ,48.241.246/0001-81,"SERVIÇO DE LUBRIFICAÇÃO, LIMPEZA, LUSTRAÇÃO ",02/12/2025,700,04/12/2025,25/12/2025,04/12/2025,,,FISCAL 
ANDREY,41.738.810/0003-99,INDIABIRA 01,NORTE,5910,89,DIOGO ANTUNES ,48.241.246/0001-81,"SERVIÇO DE LUBRIFICAÇÃO, LIMPEZA, LUSTRAÇÃO ",02/12/2025,430,04/12/2025,25/12/2025,04/12/2025,,,FISCAL 
ANDREY,41.738.810/0023-32,PARACATU 04,TRIANGULO,5931,152,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,TRANSPORTE DE AGUA POTAVEL ,01/12/2025,1300,04/12/2025,25/12/2025,04/12/2025,,,FISCAL 
ANDREY,54.294.711/0017-02,BARRA DO CHOÇA,NORDESTE ,1386,38,GILVANEI FERREIRA DOS SANTOS,45.984.977/0001-29,COMPRA DE AGUA MINERAL,01/12/2025,140,04/12/2025,25/12/2025,05/12/2025,,,FISCAL 
ANDREY,54.294.711/0011-17,URANDI,NORDESTE ,1387,58,AURÉLIO NOGUEIRA DE CARVALHO,20.411.199/0001-58,SERVIÇO DE GUINCHO INTRAMUNICIPAL,02/12/2025,1500,04/12/2025,25/12/2025,05/12/2025,,,FISCAL 
ANDREY,34.181.977/0004-17,PARACATU 01,TRIANGULO,1737,1056,MATERIAIS DE CONSTRUCAO,49.678.002/0001-23,COMPRA DE CORRENTE SOLDA ZINCO ,01/12/2025,26.8,04/12/2025,25/12/2025,04/12/2025,,,FISCAL 
ANDREY,42.385.610/0011-72,PATOS DE MINAS 01,TRIANGULO,4699,1951,COMERCIAL RENNOVO,51.407.840/0001-04,COMPRA DE CHAVE TRANSFERENCIA AUTOMATICA,03/12/2025,1408.99,04/12/2025,25/12/2025,04/12/2025,,,FISCAL 
THAUANY,34.183.614/0003-30,MORI MINAS NEWCO III,TRIANGULO,1765,302,VIEIRA LIMA UTILIDADES LTDA,56.659.671/0001-13,COMPRA DE COPOS,03/12/2025,575,10/12/2025,25/12/2025,16/12/2025,,,FISCAL 
ANDREY,42.385.610/0018-49,PATROCINIO 02,NORDESTE ,4692,60430,HOLD TRANSPORTE,24.052.966/0001-30,TRASPORTE DE INVERSOR,02/12/2025,1520,04/12/2025,25/12/2025,04/12/2025,,,FISCAL 
SABRINA,41.738.810/0021-70,INDIABIRA 03,NORTE,5953,25,ELETRONUNES COMERCIO E SERVICOS LTDA,42.186.167/0001-39,SERVIÇO REPARAÇÃO ,04/12/2025,2000,19/12/2025,15/01/2026,23/12/2025,,,FISCAL 
SABRINA,34.182.074/0005-31,PIRAPORA 3 ,CENTRO ,1562,46054,COMERCIAL ELETRICA HM,65.234.486/0001-78,"COMPRA DE FITA ISOLANTE, FONTE CHAVEADA ",10/12/2025,1378,12/12/2025,05/01/2026,22/12/2025,,,FISCAL 
JULIANA,41.738.810/0018-75,UFV PAINS 3,SUL ,5939,1872,RC ELETRONICA COMERCIO E SERVIÇOS LTDA ,04.428.500/0001-80,NVR STAND ALONE,12/12/2025,5064,10/12/2025,15/01/2025,12/12/2025,,,FINANCEIRO
ANDREY,41.718.786/0004-07,LAPÃO - AH04,NORDESTE ,445,1094565,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA SUPERMERCADO,17/12/2025,1036.86,05/12/2025,25/12/2025,10/12/2025,,,FISCAL 
ANDREY,54.294.711/0013-89,ITORORO-AZ14,NORDESTE ,1403,1094566,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA SUPERMERCADO,17/12/2025,1036.86,05/12/2025,25/12/2025,10/12/2025,,,FISCAL 
ANDREY,41.718.786/0002-45,JEQUIE - AH03,NORDESTE ,446,1094567,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA SUPERMERCADO,17/12/2025,1036.86,05/12/2025,25/12/2025,10/12/2025,,,FISCAL 
ANDREY,54.294.711/0012-06,JOÃO DOURADO - AZ10,NORDESTE ,1404,1094568,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA SUPERMERCADO,17/12/2025,1036.86,05/12/2025,25/12/2025,10/12/2025,,,FISCAL 
ANDREY,54.294.711/0015-40,IRAQUARA - AZ16,NORDESTE ,1405,1094570,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA SUPERMERCADO,17/12/2025,1036.86,05/12/2025,25/12/2025,10/12/2025,,,FISCAL 
ANDREY,54.294.711/0017-02,BARRA DA CHOÇA - AZ15,NORDESTE ,1406,1094571,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA SUPERMERCADO,17/12/2025,1036.86,05/12/2025,25/12/2025,10/12/2025,,,FISCAL 
ANDREY,54.294.711/0002-26,BRUMADO - AZ04,NORDESTE ,1407,1094572,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA SUPERMERCADO,17/12/2025,1036.86,05/12/2025,25/12/2025,10/12/2025,,,FISCAL 
ANDREY,34.183.614/0003-30,PARACATU 02 - 2303,TRIANGULO,1763,342,LAVA JATO BOB ESPONJA,51.998.768/0001-37,SERVIÇO DE LIMPEZA DE VEICULOS ,04/12/2025,840,05/12/2025,25/12/2025,10/12/2025,,,FISCAL 
ANDREY,41.738.810/0022-51,PARACATU 05 - A629,TRIANGULO,5932,15081,CASA E LIMPEZA E SERVICOS,14.286.722/0001-69,COMPRA DE MATERIA DE LIMPEZA,01/12/2025,96.2,05/12/2025,25/12/2025,10/12/2025,,,FISCAL 
ANDREY,34.182.074/0006-12,PARACATU 06 - 2204,TRIANGULO,1560,15083,CASA E LIMPEZA E SERVICOS,14.286.722/0001-69,COMPRA DE MATERIA DE LIMPEZA,01/12/2025,65,05/12/2025,25/12/2025,10/12/2025,,,FISCAL 
ANDREY,34.183.614/0003-30,PARACATU 02 - 2303,TRIANGULO,1764,4502,TRADIÇÃO PANIFICADORA ,22.150.589/0001-47,COMPRA DE ALIMENTO ,01/12/2025,173.17,05/12/2025,25/12/2025,10/12/2025,,,FISCAL 
ANDREY,34.181.977/0004-17,PARACATU 01 - 2105,TRIANGULO,1738,1058,MATERIAIS DE CONSTRUCAO,49.678.002/0001-23,COMPRA DE KIT MECANISMO DESCARGA ,04/12/2025,149,05/12/2025,25/12/2025,09/12/2025,,,FISCAL 
ANDREY,41.738.810/0002-08,GUARDA MOR - A608,TRIANGULO,5933,353,A&A TELECOM LTDA,43.979.923/0001-40,SERVIÇO DE SUPORTE TECNICO EM INFORMATICA ,04/12/2025,1290,05/12/2025,25/12/2025,09/12/2025,,,FISCAL 
ANDREY,33.877.063/0001-80,PARACATU,TRIANGULO,436,60429,HOLD TRANSPORTE,24.052.966/0001-30,TRASPORTE DE INVERSOR,02/12/2025,1790,05/12/2025,25/12/2025,05/12/2025,,,FISCAL 
ANDREY,34.182.074/0005-31,PIRAPORA 03 - 2202,CENTRO,1561,147,MONICA APARECIDA SIQUEIRA BRAGA,43.118.394/0001-90,SERVICO DE LAVA JATO,02/12/2025,570,05/12/2025,25/12/2025,10/12/2025,,,FISCAL 
ANDREY,41.738.810/0003-99,INDAIBIRA 01- A609,NORTE,5936,149,IZAEL ALVES DOS SANTOS,25.305.490/0001-65,SERVIÇO DE TRANSPORTE DE AGUA POTAVEL,04/12/2025,600,09/12/2025,05/01/2026,09/12/2025,,,FISCAL
ANDREY,41.738.810/0018-75,PAINS 03 - A617,SUL,5934,114,FERRAZ & MEIRA,39.983.219/0001-93 ,SUPORTE TEC EM INFORMATICA,04/12/2025,9590.5,09/12/2025,05/01/2026,10/12/2025,,,FISCAL
ANDREY,42.910.475/0016-41,ARCOS 07 - A416,SUL,5609,112,FERRAZ & MEIRA,39.983.219/0001-93 ,SUPORTE TEC EM INFORMATICA,04/12/2025,580,09/12/2025,05/01/2026,09/12/2025,,,FISCAL
ANDREY,41.738.810/0013-60,PEDRA DO INDAÍA 03 - A621,SUL,5937,113,FERRAZ & MEIRA,39.983.219/0001-93 ,SUPORTE TEC EM INFORMATICA,04/12/2025,310,09/12/2025,05/01/2026,10/12/2025,,,FISCAL
ANDREY,41.738.810/0015-22,SÃO SEBASTIÃO DO OESTE -06 A627,SUL,5938,115,FERRAZ & MEIRA,39.983.219/0001-93 ,SUPORTE TEC EM INFORMATICA,04/12/2025,280,09/12/2025,05/01/2026,08/12/2025,,,FISCAL
SABRINA,30.472.312/0001-69,MORI ENERGIA HOLDING ,,57490,3,TIBE BAR LTDA ,30.472.312/0001-69,CONFRATERNIZAÇÃO 2025,04/12/2025,3510,04/12/2025,15/12/2025,10/12/2025,,,FISCAL
ANDREY,42.385.610/0005-24,DIAMANTINA 01 - A210,CENTRO,4643,15,SERRA MORENA ,42.294.953/0001-50,ABASTECIMENTO DE AGUA POTAVEL,08/12/2025,900,10/12/2025,05/01/2026,10/12/2025,,,FISCAL
,,MATA VERDE - 1601,NORTE,446,2,JOAO JOSE DA COSTA,48.832.983/0001-59,2025-12-03 00:00:00,550,2025-12-10 00:00:00,2026-01-05 00:00:00,2025-12-12 00:00:00,,,,
,,PIRAPORA 01 - 2102,CENTRO,1740,32157,COMFERROS LTDA ,09.411.201/0001-56,2025-12-09 00:00:00,1007,2025-12-10 00:00:00,2026-01-05 00:00:00,2025-12-11 00:00:00,,,,
,,SALINAS - AQ01,NORTE,101,3348,DOC 88 DESENVOLVIMENT O E SERVICOS LTDA,26.771.739/0001-90,2025-12-09 00:00:00,1400,2025-12-11 00:00:00,2026-01-05 00:00:00,2025-12-18 00:00:00,,,,
,,ESTRELA DO NORTE SPE II,TRIANGULO,865,183,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,2025-12-09 00:00:00,1700,2025-12-12 00:00:00,2026-01-05 00:00:00,2025-12-16 00:00:00,,,,
,,MANGA 01- 2103,NORTE,1729,60565,HOLD TRANSPORTE PESADO LTDA,24.052.966/0001-30,2025-12-05 00:00:00,2640,2025-12-11 00:00:00,2026-01-05 00:00:00,2025-12-11 00:00:00,,,,
THAUANY,42.385.610/0006-05,MORI GERAÇÃO II ENERGIA,TRIANGULO,4719,4539,TRADIÇÃO PANIFICADORA LTDA,22.150.589/0001-47,COMPRA DE PADARIA ,10/12/2025,292.25,11/12/2025,05/01/2026,16/12/2025,,,FISCAL
THAUANY,41.738.810/0002-08,ESTRELA DO NORTE SPE,TRIANGULO,5935,26458,ELOS ELETROTECNICA LTDA,03.445.995/0001-92,COMPRA DE EMENDA ,10/12/2025,5244.35,15/12/2025,05/01/2026,15/12/2025,,,FISCAL
THAUANY,42.385.610/0006-05,MORI GERAÇÃO II,TRIANGULO,4724,233,DDELIM LTDA,46.744.148/0001-31,SERVIÇO DE DEDETIZAÇÃO,10/12/2025,450,15/12/2025,05/01/2026,16/12/2025,,,FISCAL
THAUANY,36.577.901/0005-11,ESTRELA DO NORTE SPE II,TRIANGULO,879,889,MG GUINDASTES E LOCAÇÃO LTDA,12.464.432/0001-32,SERVIÇO DE GUINCHO,10/12/2025,4200,15/12/2025,05/01/2026,16/12/2025,,,FISCAL
THAUANY,34.181.977/0006-89,MORI MINAS NEWCO I ,TRIANGULO,1744,4055,COMERCIAL CARDOSO LTDA ,18.032.326/0001-66,COMPRA DE AGUA,12/12/2025,300,15/12/2025,05/01/2026,16/12/2025,,,FISCAL
NAUANY,34.181.977/0006-89 ,BOCAIUVA 1,CENTRO,1747,4056,COMERCIAL CARDOSO ,18.032.326/0001-66,COMPRA DE AGUA MINERAL,2025-12-12 00:00:00,300,16/12/2025,05/01/2026,16/12/2025,,,FINANCEIRO
NAUANY,34.183.614/0004-10,BOCAIUVA 2,CENTRO,1771,4057,COMERCIAL CARDODO,18.032.326/0001-66,COMPRA DE AGUA MINERAL,2025-12-12 00:00:00,300,16/12/2025,05/01/2026,16/12/2025,,,FINANCEIRO
NAUANY,34.182.074/0003-70,BOCAIUVA 3,CENTRO,1567,4058,COMERCIAL CARDODO,18.032.326/0001-66,COMPRA DE AGUA MINERAL,2025-12-12 00:00:00,300,16/12/2025,05/01/2026,16/12/2025,,,FINANCEIRO
NAUANY,34.182.074/0002-99,BOCAIUVA 4,CENTRO,1568,4059,COMERCIAL CARDODO,18.032.326/0001-66,COMPRA DE AGUA MINERAL,2025-12-12 00:00:00,300,16/12/2025,05/01/2026,16/12/2025,,,FINANCEIRO
NAUANY,31.549.360/0001-70,MANGA,NORTE,000425,92,DIOGO ANTUNES DE ANDRADE,48.241.246/0001-81,LIMPEZA E HIGIENIZAÇÃO,2025-12-12 00:00:00,500,2025-11-10 00:00:00,05/01/2026,16/12/2025,,,FINANCEIRO
NAUANY,34.181.977/0003-36,MANGA,NORTE,001722,94,DIOGO ANTUNES DE ANDRADE,48.241.246/0001-81,LIMPEZA E HIGIENIZAÇÃO,2025-12-12 00:00:00,980,2025-11-11 00:00:00,05/01/2026,16/12/2025,,,FINANCEIRO
THAUANY,34.183.614/0003-30,MORI MINAS NEWCO III,TRIANGULO,1768,79,RODRIGUES E LIMA LTDA,60.002.970/0001-58,COMPRA DE AGUA,15/12/2025,320,15/12/2025,05/01/2026,,,,ENVIADO APROVAÇÃO
THAUANY,34.183.614/0003-30,MORI MINAS NEWCO III,TRIANGULO,1772,353,LAVA JATO BOB ESPONJA,51.998.768/0001-37,SERVICO DE LAVA JATO,15/12/2025,480,16/12/2025,05/01/2026,,,,ENVIADO APROVAÇÃO
THAUANY,34.181.977/0007-60,MORI MINAS NEWCO 1 - CORINTO 1 ,CENTRO,1748,32253,CASA DOS PARAFUSOS,09.411.201/0001-56,"COMPRA DE FITA ISOLANTE, ESPUMA , TERMINAL E SOQUETE",15/12/2025,720.5,17/12/2025,05/01/2026,,,,ENVIADO APROVAÇÃO
JULIANA,53.048.055/0006-42,PATO DE MINAS VI,TRIANGULO,387,56327,MINAS FERRAMENTAS,17.194.994/0004-70,COMPRA DE FERRAMENTAS ,15/12/2025,4503.57,17/06/2025,15/01/2026,2026-05-01 00:00:00,,,PAGO 
THAUANY,54.294.711/0003-07,UFV BAHIA 3 - IBIPEBA,NORDESTE ,749,1021560,COFERMETA SA,17.281.973/0013-82,COMPRA DE MEDIDOR,16/12/2025,438.51,16/12/2025,05/01/2026,16/12/2025,,,FISCAL
THAUANY,54.294.711/0015-40,UFV BAHIA 3 - IRAQUARA,NORDESTE ,750,1021559,COFERMETA SA,17.281.973/0013-82,COMPRA DE MEDIDOR,16/12/2025,438.51,16/12/2025,05/01/2026,16/12/2025,,,FISCAL
